NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Gene Group Identifier	Gene Group Method
948096	yiaK	2,3-diketo-L-gulonate reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948097	yiaT	outer membrane protein YiaT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948127	xylG	xylose ABC transporter ATP binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948177	setC	putative arabinose exporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948181	ivbL	ilvBN operon leader peptide	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948193	yidE	putative transport protein YidE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948219	mdtL	efflux pump MdtL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948224	adeP	adenine:H(+) symporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948230	cbrC	PF03691 family colicin E2 tolerance protein CbrC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948299	rffH	glucose-1-phosphate thymidylyltransferase 2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948316	rhtB	L-homoserine/L-homoserine lactone/L-threonine exporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948350	yihG	1-acylglycerol-3-phosphate O-acyltransferase YihG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948377	yihO	putative sulfoquinovose transporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948406	yiiM	6-hydroxyaminopurine reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948454	pflD	putative formate acetyltransferase 2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948521	yjbB	putative inorganic phosphate export protein YjbB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948533	yjbF	lipoprotein YjbF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948557	pspG	phage shock protein G	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948558	dusA	tRNA-dihydrouridine synthase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948565	ghxP	guanine/hypoxanthine transporter GhxP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948568	pdeC	c-di-GMP phosphodiesterase PdeC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948575	actP	acetate/glycolate:cation symporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948593	alsA	D-allose ABC transporter ATP binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948594	alsC	D-allose ABC transporter membrane subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948610	trmJ	tRNA Cm32/Um32 methyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948650	yjdC	putative DNA-binding transcriptional regulator YjdC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948656	yjeH	L-methionine/branched chain amino acid exporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948712	ulaE	L-ribulose-5-phosphate 3-epimerase UlaE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948715	ulaC	L-ascorbate specific PTS enzyme IIA component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948716	ulaB	L-ascorbate specific PTS enzyme IIB component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948782	intB	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
948811	yjjB	putative succinate exporter YjjB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948933	srlE	sorbitol-specific PTS enzyme IIBC1 component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948955	appX	cytochrome bd-II accessory subunit AppX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948966	rmuC	putative recombination limiting protein RmuC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948969	dgcP	diguanylate cyclase DgcP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949003	sanA	DUF218 domain-containing protein SanA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949058	idnR	DNA-binding transcriptional dual regulator IdnR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949064	caiA	crotonobetainyl-CoA reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949077	araJ	putative transport protein AraJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949105	tcyL	cystine ABC transporter membrane subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847674	sibB	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
2847682	blr	beta-lactam resistance protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847715	hokE	protein HokE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847721	glvC	putative PTS enzyme II component GlvC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847751	mcaS	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
2847767	dgoR	DNA-binding transcriptional regulator DgoR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847772	sdsR	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
944754	insL1	IS186/IS421 family transposase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944835	yadK	putative fimbrial protein YadK	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944892	yaeF	peptidase C92 family protein YaeF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944901	dkgB	methylglyoxal reductase DkgB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944947	yagG	putative D-xylonate transporter YagG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944980	ykgF	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944981	betI	DNA-binding transcriptional repressor BetI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945002	yaeI	phosphodiesterase YaeI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945010	paoD	molybdenum cofactor insertion chaperone PaoD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945038	yaiW	surface-exposed outer membrane lipoprotein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945091	decR	DNA-binding transcriptional activator DecR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945119	fsr	fosmidomycin efflux pump	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945158	ybcJ	putative RNA-binding protein YbcJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945167	fau	putative 5-formyltetrahydrofolate cyclo-ligase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945172	nohD	putative DNA-packaging protein NohD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945179	wbbH	putative O-antigen polymerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945393	ppdA	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945407	sfmH	putative fimbrial adhesin protein SfmH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945408	ybhP	endonuclease/exonuclease/phosphatase domain-containing protein YbhP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945476	potG	putrescine ABC transporter ATP binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945480	potF	putrescine ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945481	ybjC	DUF1418 domain-containing protein YbjC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945485	potI	putrescine ABC transporter membrane subunit PotI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945521	yajG	putative lipoprotein YajG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945546	elyC	envelope biogenesis factor	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945612	msyB	acidic protein MsyB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945630	yacG	DNA gyrase inhibitor YacG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945677	yagU	DUF1440 domain-containing inner membrane protein YagU	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945755	cvrA	putative K(+):H(+) antiporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945794	ychN	DsrE/F sulfur relay family protein YchN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945824	ybgI	radiation resistance protein YbgI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945849	nfrB	cyclic di-3',5'-guanylate-activated glycosyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945884	ybaV	helix-hairpin-helix 3 family protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945924	ydaT	protein YdaT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945945	yddA	ABC transporter family protein YddA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945957	ydeN	putative sulfatase YdeN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945963	paaK	phenylacetate-CoA ligase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945970	ynbC	hydrolase/methyltransferase domain-containing protein YnbC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946000	sutR	DNA-binding transcriptional dual regulator SutR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946008	ydcZ	putative inner membrane protein YdcZ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946011	paaF	putative 2,3-dehydroadipyl-CoA hydratase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946021	nohA	putative prophage DNA-packaging protein NohA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946052	ddpA	putative D,D-dipeptide ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946053	tmcA	tRNA(Met) cytidine acetyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946055	ydeP	putative oxidoreductase YdeP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946086	msrC	free methionine-(R)-sulfoxide reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946099	cspI	cold shock-like protein CspI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946145	yceI	protein YceI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946189	ydiJ	putative FAD-linked oxidoreductase YdiJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946198	ydiN	putative transporter YdiN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946211	ydiF	putative acetate-CoA transferase YdiF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946213	fadK	short chain acyl-CoA synthetase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946233	eutG	putative alcohol dehydrogenase EutG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946260	astD	aldehyde dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946269	ydjZ	DedA family protein YdjZ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946309	nimT	2-nitroimidazole exporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946320	proL	tRNA-Pro	Escherichia coli str. K-12 substr. MG1655		tRNA		
946434	amyA	alpha-amylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946506	yeeO	FMN/FAD exporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946543	wcaE	GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und alpha-(1,4)-fucosyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946595	yfaL	putative autotransporter adhesin YfaL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946604	mdtA	multidrug efflux pump membrane fusion protein MdtA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946638	yegT	putative transporter YegT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946660	yehY	glycine betaine ABC transporter membrane subunit YehY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946682	bglX	beta-D-glucoside glucohydrolase, periplasmic	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946772	alaA	glutamate--pyruvate aminotransferase AlaA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946777	hxpA	hexitol phosphatase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946821	intS	prophage CPS-53 integrase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946862	xapR	DNA-binding transcriptional activator XapR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946936	eutS	putative ethanolamine catabolic microcompartment shell protein EutS	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946943	eutE	acetaldehyde dehydrogenase (acetylating) EutE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946972	pqiC	intermembrane transport lipoprotein PqiC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946990	fetA	putative iron ABC exporter ATP-binding subunit FetA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947065	eamB	cysteine/O-acetylserine exporter EamB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947072	nudK	GDP-mannose hydrolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947140	ygiS	putative deoxycholate binding periplasmic protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947144	kbp	K(+) binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947151	yqcA	putative flavodoxin YqcA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947208	ygbN	putative transporter YgbN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947220	ssuB	aliphatic sulfonate ABC transporter ATP binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947223	casB	type I-E CRISPR system Cascade subunit CasB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947291	tcdA	tRNA threonylcarbamoyladenosine dehydratase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947366	guaD	guanine deaminase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947427	ycjR	3-dehydro-D-guloside 4-epimerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947505	leuU	tRNA-Leu	Escherichia coli str. K-12 substr. MG1655		tRNA		
947554	ygiF	inorganic triphosphatase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947642	garP	galactarate/D-glucarate transporter GarP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947645	agaS	putative galactosamine-6-phosphate deaminase/isomerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947669	ubiT	anaerobic ubiquinone biosynthesis accessory factor UbiT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947712	mlaD	intermembrane phospholipid transport system, substrate binding protein MlaD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947729	mlaF	intermembrane phospholipid transport system, ATP binding subunit MlaF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947730	yrbG	putative transport protein YrbG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947732	mlaE	intermembrane phospholipid transport system, integral membrane subunit MlaE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947782	yrdD	putative DNA topoisomerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947824	gspC	Type II secretion system protein GspC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947836	bfd	bacterioferritin-associated ferredoxin	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947855	yheT	putative hydrolase YheT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947871	yhfG	DUF2559 domain-containing protein YhfG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947917	rpnA	recombination-promoting nuclease RpnA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947944	yhhX	putative oxidoreductase YhhX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948005	rsmJ	16S rRNA m(2)G1516 methyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948037	treF	cytoplasmic trehalase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948066	yhjX	putative transporter YhjX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948099	sgbE	L-ribulose-5-phosphate 4-epimerase SgbE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948100	sgbU	putative L-xylulose 5-phosphate 3-epimerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948212	yidB	DUF937 domain-containing protein YidB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948265	hsrA	putative transporter HsrA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948274	maoP	macrodomain Ori protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948282	yifB	putative magnesium chelatase YifB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948304	leuT	tRNA-Leu	Escherichia coli str. K-12 substr. MG1655		tRNA		
948309	bioP	biotin transporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948346	srkA	stress response kinase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948363	yihI	Der GTPase-activating protein YihI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948371	yihP	putative 2,3-dihydroxypropane-1-sulfonate export protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948372	yihU	3-sulfolactaldehyde reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948379	yihY	PF03631 family membrane protein YihY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948381	csqR	DNA-binding transcriptional dual regulator CsqR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948383	fdoI	formate dehydrogenase O subunit gamma	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948416	yiiS	DUF406 domain-containing protein YiiS	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948445	yijE	cystine exporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948465	gltT	tRNA-Glu	Escherichia coli str. K-12 substr. MG1655		tRNA		
948474	tyrU	tRNA-Tyr	Escherichia coli str. K-12 substr. MG1655		tRNA		
948525	thiK	thiamine kinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948534	yjbE	uncharacterized protein YjbE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948578	nrfF	putative formate-dependent nitrite reductase complex subunit NrfF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948579	nrfE	putative cytochrome c-type biogenesis protein NrfE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948612	phnL	methylphosphonate degradation complex subunit PhnL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948617	phnF	putative transcriptional regulator PhnF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948622	yjdN	PF06983 family protein YjdN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948627	adiY	DNA-binding transcriptional activator AdiY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948662	epmB	lysine 2,3-aminomutase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948727	ytfB	cell division protein YtfB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948746	ytfQ	galactofuranose ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948873	leuV	tRNA-Leu	Escherichia coli str. K-12 substr. MG1655		tRNA		
948879	lgoT	galactonate:H(+) symporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948942	srlR	DNA-binding transcriptional repressor SrlR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948951	pdeB	c-di-GMP phosphodiesterase PdeB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948959	ydaE	zinc-binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948982	hybD	hydrogenase 2 maturation protease	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948999	caiE	putative transferase CaiE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949024	btsR	DNA-binding transcriptional dual regulator BtsR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949037	preA	dihydropyrimidine dehydrogenase (NAD(+)) subunit PreA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949049	preT	dihydropyrimidine dehydrogenase (NAD(+)) subunit PreT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949078	rcnA	Ni(2(+))/Co(2(+)) exporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949080	rcnB	periplasmic protein involved in nickel/cobalt export	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949097	fadJ	3-hydroxyacyl-CoA dehydrogenase FadJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949102	yjhF	putative transporter YjhF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949108	yfdX	protein YfdX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847683	rttR	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
2847698	hdfR	DNA-binding transcriptional dual regulator HdfR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847717	glcF	glycolate dehydrogenase, putative iron-sulfur subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847718	glcE	glycolate dehydrogenase, putative FAD-binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847740	yhdP	phospholipid transport factor YhdP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847750	ydbA	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
5061520	sibE	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
5625562	uof	RyhB-regulated fur leader peptide	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
7751639	ilvX	uncharacterized protein IlvX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944772	apaG	DUF525 domain-containing protein ApaG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944820	uidC	outer membrane porin family protein UidC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944883	yjjJ	toxin YjjJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944906	yafJ	putative glutamine amidotransferase YafJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944912	yafP	putative N-acetyltransferase YafP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944913	rayT	REP-associated tyrosine transposase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944921	lafU	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
944961	paoC	aldehyde dehydrogenase: molybdenum cofactor-binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944966	matA	DNA-binding transcriptional dual regulator MatA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944976	yahJ	amidohydrolase family protein YahJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944985	yahO	DUF1471 domain-containing protein YahO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944986	frmR	DNA-binding transcriptional repressor FrmR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945023	tusE	sulfur transfer protein TusE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945028	yqeG	putative transporter YqeG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945045	aroM	protein AroM	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945092	mdlA	ABC transporter family protein MdlA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945125	cmtB	mannitol-specific PTS enzyme IIA component CmtB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945207	stfR	putative prophage side tail fiber protein StfR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945252	ybeL	DUF1451 domain-containing protein YbeL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945355	mngA	2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945438	ybiR	putative transporter YbiR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945515	ycaD	putative transporter YcaD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945616	rclR	DNA-binding transcriptional activator RclR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945626	ydiO	putative acyl-CoA dehydrogenase YdiO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945632	hxpB	hexitol phosphatase B	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945714	serX	tRNA-Ser	Escherichia coli str. K-12 substr. MG1655		tRNA		
945731	pptA	tautomerase PptA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945738	pdeG	putative c-di-GMP phosphodiesterase PdeG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945792	chaB	putative cation transport regulator ChaB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945793	chaC	glutathione-specific gamma-glutamylcyclotransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945796	yfaV	putative transporter YfaV	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945869	yciT	DNA-binding transcriptional dual regulator YciT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945871	ycjD	DUF559 domain-containing protein YcjD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945873	sapA	putative periplasmic binding protein SapA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945881	rhmD	L-rhamnonate dehydratase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945882	puuD	gamma-glutamyl-gamma-aminobutyrate hydrolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945920	racC	protein RacC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945977	ycfJ	PF05433 family protein YcfJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945993	rlhA	23S rRNA 5-hydroxycytidine C2501 synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946028	ddpC	putative D,D-dipeptide ABC transporter membrane subunit DdpC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946104	bssS	regulator of biofilm formation	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
